ETABLISSEMENT_ID,NBRE_ENTREPRISE,CATEGORIE-0,CATEGORIE-1,CATEGORIE-2,CATEGORIE-3,CATEGORIE-4,CATEGORIE-5,CATEGORIE-6,CATEGORIE-7,CATEGORIE-8,CODGEO
et20220,2,2,0,0,0,0,0,0,0,0,50536
et20221,21,13,5,2,1,0,0,0,0,0,50537
et20222,15,11,4,0,0,0,0,0,0,0,50538
et20223,101,65,27,5,3,1,0,0,0,0,50539
et20224,33,24,7,1,1,0,0,0,0,0,50540
et20225,57,48,7,1,1,0,0,0,0,0,50541
et20226,44,34,8,1,1,0,0,0,0,0,50542
et20227,74,38,26,6,3,1,0,0,0,0,50543
et20228,5,5,0,0,0,0,0,0,0,0,50544
et20229,20,14,5,0,1,0,0,0,0,0,50545
et20230,53,39,9,2,2,0,1,0,0,0,50546
et20231,1,1,0,0,0,0,0,0,0,0,50548
et20232,14,14,0,0,0,0,0,0,0,0,50549
et20233,75,56,15,3,1,0,0,0,0,0,50550
et20234,150,85,48,8,4,3,1,1,0,0,50551
et20235,21,17,2,0,1,1,0,0,0,0,50552
et20236,7,5,1,0,0,1,0,0,0,0,50553
et20237,73,44,9,9,4,4,2,1,0,0,50554
et20238,11,9,1,1,0,0,0,0,0,0,50556
et20239,8,7,1,0,0,0,0,0,0,0,50557
et20240,40,22,11,1,4,2,0,0,0,0,50558
et20241,167,105,41,10,7,4,0,0,0,0,50562
et20242,11,9,1,0,0,0,1,0,0,0,50563
et20243,39,28,7,1,3,0,0,0,0,0,50564
et20244,122,69,38,7,2,5,1,0,0,0,50565
et20245,25,17,5,3,0,0,0,0,0,0,50567
et20246,16,10,4,1,1,0,0,0,0,0,50568
et20247,10,7,2,0,1,0,0,0,0,0,50569
et20248,14,10,4,0,0,0,0,0,0,0,50570
et20249,2,1,1,0,0,0,0,0,0,0,50571
et20250,12,10,2,0,0,0,0,0,0,0,50572
et20251,8,6,2,0,0,0,0,0,0,0,50573
et20252,12,10,2,0,0,0,0,0,0,0,50574
et20253,19,11,6,1,1,0,0,0,0,0,50575
et20254,34,24,7,1,1,0,0,1,0,0,50576
et20255,14,11,2,0,0,1,0,0,0,0,50577
et20256,3,3,0,0,0,0,0,0,0,0,50578
et20257,43,28,11,1,1,1,0,0,0,1,50579
et20258,6,2,4,0,0,0,0,0,0,0,50580
et20259,14,13,1,0,0,0,0,0,0,0,50581
et20260,157,87,44,11,8,6,1,0,0,0,50582
et20261,9,7,1,0,1,0,0,0,0,0,50583
et20262,16,11,4,1,0,0,0,0,0,0,50584
et20263,35,22,10,1,2,0,0,0,0,0,50585
et20264,13,10,3,0,0,0,0,0,0,0,50586
et20265,0,0,0,0,0,0,0,0,0,0,50587
et20266,20,17,3,0,0,0,0,0,0,0,50588
et20267,18,12,5,1,0,0,0,0,0,0,50589
et20268,14,10,4,0,0,0,0,0,0,0,50590
et20269,89,55,23,2,4,5,0,0,0,0,50591
et20270,105,73,24,3,2,2,0,1,0,0,50592
et20271,19,13,6,0,0,0,0,0,0,0,50593
et20272,14,11,2,1,0,0,0,0,0,0,50594
et20273,14,12,1,0,1,0,0,0,0,0,50595
et20274,12,8,2,1,1,0,0,0,0,0,50596
et20275,21,17,3,0,1,0,0,0,0,0,50597
et20276,2,0,1,0,0,1,0,0,0,0,50598
et20277,37,20,6,2,5,3,1,0,0,0,50599
et20278,7,6,1,0,0,0,0,0,0,0,50600
et20279,165,84,56,16,5,2,2,0,0,0,50601
et20280,641,308,193,58,38,32,9,1,2,0,50602
et20281,38,27,8,2,1,0,0,0,0,0,50603
et20282,17,11,5,1,0,0,0,0,0,0,50604
et20283,27,23,3,1,0,0,0,0,0,0,50605
et20284,15,8,5,0,0,1,1,0,0,0,50606
et20285,13,11,2,0,0,0,0,0,0,0,50607
et20286,6,5,1,0,0,0,0,0,0,0,50608
et20287,2,1,1,0,0,0,0,0,0,0,50609
et20288,8,6,2,0,0,0,0,0,0,0,50610
et20289,53,40,11,2,0,0,0,0,0,0,50611
et20290,27,23,4,0,0,0,0,0,0,0,50612
et20291,18,14,2,0,2,0,0,0,0,0,50613
et20292,4,4,0,0,0,0,0,0,0,0,50614
et20293,545,301,149,34,36,15,8,2,0,0,50615
et20294,89,61,12,6,7,2,0,0,1,0,50616
et20295,6,6,0,0,0,0,0,0,0,0,50617
et20296,5,4,1,0,0,0,0,0,0,0,50618
et20297,11,9,1,1,0,0,0,0,0,0,50619
et20298,33,25,7,0,0,1,0,0,0,0,50620
et20299,1,0,1,0,0,0,0,0,0,0,50621
et20300,9,7,2,0,0,0,0,0,0,0,50622
et20301,14,11,3,0,0,0,0,0,0,0,50623
et20302,17,14,2,1,0,0,0,0,0,0,50624
et20303,20,16,4,0,0,0,0,0,0,0,50625
et20304,12,10,0,0,0,0,2,0,0,0,50626
et20305,6,5,1,0,0,0,0,0,0,0,50627
et20306,5,4,1,0,0,0,0,0,0,0,50628
et20307,15,10,3,2,0,0,0,0,0,0,50629
et20308,10,10,0,0,0,0,0,0,0,0,50630
et20309,22,13,6,2,1,0,0,0,0,0,50631
et20310,5,4,1,0,0,0,0,0,0,0,50633
et20311,2,2,0,0,0,0,0,0,0,0,50634
et20312,2,2,0,0,0,0,0,0,0,0,50635
et20313,0,0,0,0,0,0,0,0,0,0,50636
et20314,18,12,5,1,0,0,0,0,0,0,50637
et20315,9,9,0,0,0,0,0,0,0,0,50638
et20316,375,223,95,26,16,12,2,1,0,0,50639
et20317,8,8,0,0,0,0,0,0,0,0,50640
et20318,14,8,1,2,1,2,0,0,0,0,50641
et20319,11,9,2,0,0,0,0,0,0,0,50642
et20320,38,19,16,1,0,1,1,0,0,0,50643
et20321,34,26,6,0,0,2,0,0,0,0,50644
et20322,19,13,6,0,0,0,0,0,0,0,50646
et20323,75,37,22,7,2,6,0,0,1,0,50647
et20324,50,35,8,3,2,2,0,0,0,0,50648
et20325,0,0,0,0,0,0,0,0,0,0,51001
et20326,71,52,16,1,1,1,0,0,0,0,51002
et20327,7,6,1,0,0,0,0,0,0,0,51003
et20328,14,12,0,0,1,1,0,0,0,0,51004
et20329,8,5,3,0,0,0,0,0,0,0,51005
et20330,4,4,0,0,0,0,0,0,0,0,51006
et20331,62,42,15,4,0,1,0,0,0,0,51007
et20332,11,9,1,0,1,0,0,0,0,0,51008
et20333,58,36,14,4,2,2,0,0,0,0,51009
et20334,10,8,1,0,1,0,0,0,0,0,51010
et20335,2,1,1,0,0,0,0,0,0,0,51012
et20336,7,6,1,0,0,0,0,0,0,0,51013
et20337,19,13,4,0,2,0,0,0,0,0,51014
et20338,10,6,4,0,0,0,0,0,0,0,51015
et20339,19,15,4,0,0,0,0,0,0,0,51016
et20340,9,7,1,0,1,0,0,0,0,0,51017
et20341,31,18,6,4,1,1,1,0,0,0,51018
et20342,11,7,3,0,1,0,0,0,0,0,51019
et20343,4,3,1,0,0,0,0,0,0,0,51020
et20344,9,7,2,0,0,0,0,0,0,0,51022
et20345,14,10,4,0,0,0,0,0,0,0,51023
et20346,41,30,11,0,0,0,0,0,0,0,51025
et20347,16,11,4,0,1,0,0,0,0,0,51027
et20348,39,28,9,1,0,1,0,0,0,0,51028
et20349,107,72,25,7,2,0,1,0,0,0,51029
et20350,219,134,52,17,9,2,4,1,0,0,51030
et20351,15,11,4,0,0,0,0,0,0,0,51031
et20352,15,12,2,0,1,0,0,0,0,0,51032
et20353,5,4,1,0,0,0,0,0,0,0,51033
et20354,2,2,0,0,0,0,0,0,0,0,51034
et20355,15,13,2,0,0,0,0,0,0,0,51035
et20356,18,16,2,0,0,0,0,0,0,0,51036
et20357,8,8,0,0,0,0,0,0,0,0,51037
et20358,9,8,1,0,0,0,0,0,0,0,51038
et20359,9,7,2,0,0,0,0,0,0,0,51039
et20360,8,3,5,0,0,0,0,0,0,0,51040
et20361,2,2,0,0,0,0,0,0,0,0,51041
et20362,17,14,2,0,1,0,0,0,0,0,51042
et20363,110,70,27,6,0,3,0,2,2,0,51043
et20364,27,22,4,1,0,0,0,0,0,0,51044
et20365,5,5,0,0,0,0,0,0,0,0,51045
et20366,45,34,4,2,0,3,2,0,0,0,51046
et20367,2,1,1,0,0,0,0,0,0,0,51047
et20368,10,7,3,0,0,0,0,0,0,0,51048
et20369,43,31,9,1,0,2,0,0,0,0,51049
et20370,7,6,0,0,0,1,0,0,0,0,51050
et20371,7,5,1,0,0,1,0,0,0,0,51051
et20372,19,15,4,0,0,0,0,0,0,0,51052
et20373,5,3,2,0,0,0,0,0,0,0,51053
et20374,54,34,16,2,1,0,0,1,0,0,51054
et20375,335,197,75,19,16,19,6,1,2,0,51055
et20376,13,7,3,1,2,0,0,0,0,0,51056
et20377,2,2,0,0,0,0,0,0,0,0,51057
et20378,186,103,37,13,17,12,3,1,0,0,51058
et20379,19,10,8,1,0,0,0,0,0,0,51059
et20380,6,5,1,0,0,0,0,0,0,0,51060
et20381,5,4,0,1,0,0,0,0,0,0,51061
et20382,3,3,0,0,0,0,0,0,0,0,51062
et20383,11,11,0,0,0,0,0,0,0,0,51063
et20384,20,16,4,0,0,0,0,0,0,0,51064
et20385,30,15,11,0,2,1,1,0,0,0,51065
et20386,13,8,3,2,0,0,0,0,0,0,51066
et20387,3,3,0,0,0,0,0,0,0,0,51068
et20388,7,5,2,0,0,0,0,0,0,0,51069
et20389,12,10,2,0,0,0,0,0,0,0,51070
et20390,8,7,1,0,0,0,0,0,0,0,51071
et20391,8,8,0,0,0,0,0,0,0,0,51072
et20392,11,10,1,0,0,0,0,0,0,0,51073
et20393,50,39,10,0,1,0,0,0,0,0,51074
et20394,59,41,11,1,3,2,0,1,0,0,51075
et20395,14,11,3,0,0,0,0,0,0,0,51076
et20396,8,6,2,0,0,0,0,0,0,0,51077
et20397,15,12,0,1,1,1,0,0,0,0,51078
et20398,68,45,17,5,0,1,0,0,0,0,51079
et20399,6,2,4,0,0,0,0,0,0,0,51080
et20400,5,5,0,0,0,0,0,0,0,0,51081
et20401,4,4,0,0,0,0,0,0,0,0,51082
et20402,3,2,1,0,0,0,0,0,0,0,51083
et20403,5,4,1,0,0,0,0,0,0,0,51084
et20404,13,11,1,0,1,0,0,0,0,0,51085
et20405,11,6,5,0,0,0,0,0,0,0,51086
et20406,8,7,1,0,0,0,0,0,0,0,51087
et20407,18,14,4,0,0,0,0,0,0,0,51088
et20408,7,6,1,0,0,0,0,0,0,0,51089
et20409,14,13,1,0,0,0,0,0,0,0,51090
et20410,7,7,0,0,0,0,0,0,0,0,51091
et20411,7,6,1,0,0,0,0,0,0,0,51092
et20412,17,13,3,1,0,0,0,0,0,0,51093
et20413,6,5,1,0,0,0,0,0,0,0,51094
et20414,1,1,0,0,0,0,0,0,0,0,51095
et20415,9,8,1,0,0,0,0,0,0,0,51097
et20416,6,4,2,0,0,0,0,0,0,0,51098
et20417,42,28,6,0,0,2,4,2,0,0,51099
et20418,3,3,0,0,0,0,0,0,0,0,51100
et20419,35,18,11,3,1,0,1,1,0,0,51101
et20420,21,17,4,0,0,0,0,0,0,0,51102
et20421,7,6,1,0,0,0,0,0,0,0,51103
et20422,3,2,1,0,0,0,0,0,0,0,51104
et20423,72,49,18,1,1,3,0,0,0,0,51105
et20424,11,11,0,0,0,0,0,0,0,0,51106
et20425,12,12,0,0,0,0,0,0,0,0,51107
et20426,2181,1285,615,110,92,49,15,11,3,1,51108
et20427,6,4,2,0,0,0,0,0,0,0,51109
et20428,3,3,0,0,0,0,0,0,0,0,51110
et20429,3,3,0,0,0,0,0,0,0,0,51111
et20430,29,23,6,0,0,0,0,0,0,0,51112
et20431,13,10,3,0,0,0,0,0,0,0,51113
et20432,89,40,35,7,2,4,0,0,1,0,51115
et20433,6,4,2,0,0,0,0,0,0,0,51116
et20434,15,11,3,0,0,1,0,0,0,0,51117
et20435,108,67,23,6,7,3,1,1,0,0,51118
et20436,28,22,4,0,2,0,0,0,0,0,51119
et20437,9,7,1,0,1,0,0,0,0,0,51120
et20438,9,7,2,0,0,0,0,0,0,0,51121
et20439,4,3,1,0,0,0,0,0,0,0,51122
et20440,4,4,0,0,0,0,0,0,0,0,51124
et20441,1,1,0,0,0,0,0,0,0,0,51125
et20442,4,3,1,0,0,0,0,0,0,0,51126
et20443,3,1,1,1,0,0,0,0,0,0,51127
et20444,3,3,0,0,0,0,0,0,0,0,51128
et20445,11,7,4,0,0,0,0,0,0,0,51129
et20446,10,8,2,0,0,0,0,0,0,0,51130
et20447,6,5,1,0,0,0,0,0,0,0,51132
et20448,7,7,0,0,0,0,0,0,0,0,51133
et20449,7,5,2,0,0,0,0,0,0,0,51134
et20450,3,1,2,0,0,0,0,0,0,0,51135
et20451,64,45,14,1,4,0,0,0,0,0,51136
et20452,11,7,3,0,0,1,0,0,0,0,51137
et20453,1,1,0,0,0,0,0,0,0,0,51138
et20454,14,13,1,0,0,0,0,0,0,0,51139
et20455,7,5,2,0,0,0,0,0,0,0,51140
et20456,37,24,10,2,0,0,1,0,0,0,51141
et20457,21,12,8,1,0,0,0,0,0,0,51142
et20458,3,3,0,0,0,0,0,0,0,0,51143
et20459,12,11,0,1,0,0,0,0,0,0,51144
et20460,10,9,1,0,0,0,0,0,0,0,51145
et20461,6,6,0,0,0,0,0,0,0,0,51146
et20462,12,9,2,0,0,1,0,0,0,0,51147
et20463,4,3,1,0,0,0,0,0,0,0,51148
et20464,16,13,3,0,0,0,0,0,0,0,51149
et20465,2,2,0,0,0,0,0,0,0,0,51150
et20466,8,4,4,0,0,0,0,0,0,0,51151
et20467,36,24,7,2,1,2,0,0,0,0,51152
et20468,53,38,13,0,1,0,0,0,1,0,51153
et20469,14,10,3,0,1,0,0,0,0,0,51154
et20470,23,15,6,2,0,0,0,0,0,0,51155
et20471,4,3,0,1,0,0,0,0,0,0,51156
et20472,2,2,0,0,0,0,0,0,0,0,51157
et20473,31,24,3,1,1,2,0,0,0,0,51158
et20474,33,29,4,0,0,0,0,0,0,0,51160
et20475,28,20,8,0,0,0,0,0,0,0,51161
et20476,27,19,5,2,1,0,0,0,0,0,51162
et20477,19,17,2,0,0,0,0,0,0,0,51163
et20478,6,2,2,1,1,0,0,0,0,0,51164
et20479,53,33,11,3,1,3,2,0,0,0,51165
et20480,2,2,0,0,0,0,0,0,0,0,51166
et20481,16,13,3,0,0,0,0,0,0,0,51167
et20482,17,11,5,0,1,0,0,0,0,0,51168
et20483,4,3,1,0,0,0,0,0,0,0,51169
et20484,6,5,1,0,0,0,0,0,0,0,51170
et20485,69,51,14,1,2,0,1,0,0,0,51171
et20486,597,227,202,63,55,39,8,2,1,0,51172
et20487,4,2,2,0,0,0,0,0,0,0,51173
et20488,2,2,0,0,0,0,0,0,0,0,51174
et20489,5,1,3,0,0,1,0,0,0,0,51175
et20490,17,11,6,0,0,0,0,0,0,0,51176
et20491,10,9,1,0,0,0,0,0,0,0,51177
et20492,5,4,1,0,0,0,0,0,0,0,51178
et20493,14,10,2,1,0,1,0,0,0,0,51179
et20494,7,7,0,0,0,0,0,0,0,0,51181
et20495,4,3,1,0,0,0,0,0,0,0,51182
et20496,52,41,11,0,0,0,0,0,0,0,51183
et20497,16,14,2,0,0,0,0,0,0,0,51184
et20498,25,20,5,0,0,0,0,0,0,0,51185
et20499,4,4,0,0,0,0,0,0,0,0,51186
et20500,11,9,2,0,0,0,0,0,0,0,51187
et20501,12,12,0,0,0,0,0,0,0,0,51188
et20502,5,5,0,0,0,0,0,0,0,0,51190
et20503,0,0,0,0,0,0,0,0,0,0,51191
et20504,16,14,2,0,0,0,0,0,0,0,51192
et20505,132,87,31,7,5,2,0,0,0,0,51193
et20506,14,11,3,0,0,0,0,0,0,0,51194
et20507,23,16,5,0,1,0,0,1,0,0,51195
et20508,34,25,8,0,0,1,0,0,0,0,51196
et20509,3,3,0,0,0,0,0,0,0,0,51197
et20510,19,16,3,0,0,0,0,0,0,0,51198
et20511,28,21,5,2,0,0,0,0,0,0,51199
et20512,15,11,2,1,1,0,0,0,0,0,51200
et20513,3,3,0,0,0,0,0,0,0,0,51201
et20514,38,29,8,0,1,0,0,0,0,0,51202
et20515,3,1,2,0,0,0,0,0,0,0,51203
et20516,97,59,29,4,4,0,0,1,0,0,51204
et20517,9,5,2,0,2,0,0,0,0,0,51205
et20518,5,4,1,0,0,0,0,0,0,0,51206
et20519,7,7,0,0,0,0,0,0,0,0,51208
et20520,94,52,20,9,4,7,0,2,0,0,51210
et20521,5,5,0,0,0,0,0,0,0,0,51211
et20522,7,5,2,0,0,0,0,0,0,0,51212
et20523,4,4,0,0,0,0,0,0,0,0,51213
et20524,3,2,1,0,0,0,0,0,0,0,51214
et20525,4,3,1,0,0,0,0,0,0,0,51215
et20526,13,11,2,0,0,0,0,0,0,0,51216
et20527,244,131,82,15,11,3,2,0,0,0,51217
et20528,2,0,1,1,0,0,0,0,0,0,51218
et20529,4,4,0,0,0,0,0,0,0,0,51219
et20530,5,5,0,0,0,0,0,0,0,0,51220
et20531,5,5,0,0,0,0,0,0,0,0,51222
et20532,5,4,1,0,0,0,0,0,0,0,51223
et20533,9,7,1,1,0,0,0,0,0,0,51224
et20534,20,14,6,0,0,0,0,0,0,0,51225
et20535,5,4,0,0,0,1,0,0,0,0,51226
et20536,11,6,5,0,0,0,0,0,0,0,51227
et20537,0,0,0,0,0,0,0,0,0,0,51228
et20538,4,3,1,0,0,0,0,0,0,0,51229
et20539,1536,862,465,85,71,29,10,11,2,1,51230
et20540,25,18,6,0,1,0,0,0,0,0,51231
et20541,14,9,3,1,1,0,0,0,0,0,51232
et20542,4,4,0,0,0,0,0,0,0,0,51233
et20543,21,14,6,1,0,0,0,0,0,0,51234
et20544,13,8,4,0,0,1,0,0,0,0,51235
et20545,9,6,3,0,0,0,0,0,0,0,51236
et20546,98,56,24,5,7,4,2,0,0,0,51237
et20547,25,17,7,0,0,1,0,0,0,0,51238
et20548,6,6,0,0,0,0,0,0,0,0,51239
et20549,3,3,0,0,0,0,0,0,0,0,51240
et20550,5,4,1,0,0,0,0,0,0,0,51241
et20551,182,122,33,10,12,3,0,1,1,0,51242
et20552,7,7,0,0,0,0,0,0,0,0,51243
et20553,17,14,3,0,0,0,0,0,0,0,51244
et20554,19,11,6,1,0,1,0,0,0,0,51245
et20555,7,4,3,0,0,0,0,0,0,0,51246
et20556,9,7,2,0,0,0,0,0,0,0,51247
et20557,121,78,28,6,4,1,3,1,0,0,51248
et20558,16,12,3,1,0,0,0,0,0,0,51249
et20559,311,189,92,10,11,6,2,1,0,0,51250
et20560,12,10,2,0,0,0,0,0,0,0,51251
et20561,13,12,1,0,0,0,0,0,0,0,51252
et20562,4,4,0,0,0,0,0,0,0,0,51253
et20563,6,4,2,0,0,0,0,0,0,0,51254
et20564,2,2,0,0,0,0,0,0,0,0,51255
et20565,23,17,6,0,0,0,0,0,0,0,51256
et20566,13,9,4,0,0,0,0,0,0,0,51258
et20567,15,10,3,0,1,0,1,0,0,0,51259
et20568,5,3,2,0,0,0,0,0,0,0,51260
et20569,18,11,5,1,1,0,0,0,0,0,51261
et20570,86,53,24,4,2,2,1,0,0,0,51262
et20571,17,14,3,0,0,0,0,0,0,0,51263
et20572,19,17,2,0,0,0,0,0,0,0,51264
et20573,20,15,4,0,1,0,0,0,0,0,51265
et20574,20,15,3,1,1,0,0,0,0,0,51266
et20575,8,4,4,0,0,0,0,0,0,0,51267
et20576,21,17,3,1,0,0,0,0,0,0,51268
et20577,37,30,4,3,0,0,0,0,0,0,51269
et20578,4,2,0,1,1,0,0,0,0,0,51270
et20579,13,12,0,1,0,0,0,0,0,0,51271
et20580,34,21,12,0,0,0,1,0,0,0,51272
et20581,2,2,0,0,0,0,0,0,0,0,51273
et20582,2,2,0,0,0,0,0,0,0,0,51274
et20583,4,3,1,0,0,0,0,0,0,0,51275
et20584,12,11,1,0,0,0,0,0,0,0,51276
et20585,8,7,1,0,0,0,0,0,0,0,51277
et20586,6,5,0,0,0,0,1,0,0,0,51278
et20587,3,3,0,0,0,0,0,0,0,0,51279
et20588,1,1,0,0,0,0,0,0,0,0,51280
et20589,24,21,3,0,0,0,0,0,0,0,51281
et20590,152,86,42,10,5,7,1,1,0,0,51282
et20591,4,4,0,0,0,0,0,0,0,0,51283
et20592,12,8,2,0,1,1,0,0,0,0,51284
et20593,12,10,1,0,0,0,1,0,0,0,51285
et20594,7,5,2,0,0,0,0,0,0,0,51286
et20595,36,27,6,1,1,1,0,0,0,0,51287
et20596,5,5,0,0,0,0,0,0,0,0,51288
et20597,25,18,6,0,1,0,0,0,0,0,51289
et20598,9,6,3,0,0,0,0,0,0,0,51290
et20599,73,50,21,0,2,0,0,0,0,0,51291
et20600,8,6,1,0,1,0,0,0,0,0,51292
et20601,17,12,5,0,0,0,0,0,0,0,51293
et20602,2,2,0,0,0,0,0,0,0,0,51294
et20603,12,10,2,0,0,0,0,0,0,0,51295
et20604,2,2,0,0,0,0,0,0,0,0,51296
et20605,18,16,2,0,0,0,0,0,0,0,51298
et20606,51,35,9,3,1,2,1,0,0,0,51299
et20607,2,2,0,0,0,0,0,0,0,0,51300
et20608,4,2,0,1,1,0,0,0,0,0,51301
et20609,2,2,0,0,0,0,0,0,0,0,51302
et20610,43,32,8,2,1,0,0,0,0,0,51303
et20611,4,3,1,0,0,0,0,0,0,0,51304
et20612,7,6,0,0,1,0,0,0,0,0,51305
et20613,5,3,2,0,0,0,0,0,0,0,51306
et20614,5,4,0,1,0,0,0,0,0,0,51307
et20615,92,60,22,3,6,1,0,0,0,0,51308
et20616,6,6,0,0,0,0,0,0,0,0,51309
et20617,10,7,3,0,0,0,0,0,0,0,51310
et20618,3,3,0,0,0,0,0,0,0,0,51311
et20619,44,33,9,1,1,0,0,0,0,0,51312
et20620,15,10,4,1,0,0,0,0,0,0,51313
et20621,11,8,3,0,0,0,0,0,0,0,51314
et20622,8,5,3,0,0,0,0,0,0,0,51315
et20623,11,7,3,1,0,0,0,0,0,0,51316
et20624,3,2,1,0,0,0,0,0,0,0,51317
et20625,29,25,2,1,1,0,0,0,0,0,51318
et20626,15,9,3,3,0,0,0,0,0,0,51319
et20627,18,9,8,0,1,0,0,0,0,0,51320
et20628,1,1,0,0,0,0,0,0,0,0,51321
et20629,5,4,1,0,0,0,0,0,0,0,51322
et20630,3,2,1,0,0,0,0,0,0,0,51323
et20631,11,6,4,0,1,0,0,0,0,0,51324
et20632,5,4,0,1,0,0,0,0,0,0,51325
et20633,40,32,7,0,1,0,0,0,0,0,51326
et20634,10,8,2,0,0,0,0,0,0,0,51327
et20635,34,25,7,0,0,1,1,0,0,0,51328
et20636,43,29,9,4,1,0,0,0,0,0,51329
et20637,18,17,0,0,1,0,0,0,0,0,51331
et20638,43,24,12,3,2,2,0,0,0,0,51333
et20639,27,16,4,2,1,2,0,1,1,0,51334
et20640,4,4,0,0,0,0,0,0,0,0,51336
et20641,2,1,1,0,0,0,0,0,0,0,51337
et20642,39,29,8,1,0,1,0,0,0,0,51338
et20643,19,13,4,1,1,0,0,0,0,0,51339
et20644,24,18,4,0,0,2,0,0,0,0,51340
et20645,0,0,0,0,0,0,0,0,0,0,51341
et20646,9,6,3,0,0,0,0,0,0,0,51342
et20647,22,19,3,0,0,0,0,0,0,0,51343
et20648,103,49,35,8,6,3,2,0,0,0,51344
et20649,13,11,2,0,0,0,0,0,0,0,51345
et20650,69,42,24,1,1,0,0,1,0,0,51346
et20651,62,41,7,5,3,4,0,2,0,0,51347
et20652,5,2,2,1,0,0,0,0,0,0,51348
et20653,14,9,3,0,1,1,0,0,0,0,51349
et20654,5,4,1,0,0,0,0,0,0,0,51350
et20655,9,7,2,0,0,0,0,0,0,0,51351
et20656,67,23,17,9,7,3,2,3,3,0,51352
et20657,3,1,1,1,0,0,0,0,0,0,51353
et20658,15,10,4,0,0,1,0,0,0,0,51354
et20659,1,1,0,0,0,0,0,0,0,0,51355
et20660,14,8,5,1,0,0,0,0,0,0,51356
et20661,28,19,2,2,3,1,0,0,1,0,51357
et20662,10,10,0,0,0,0,0,0,0,0,51358
et20663,9,8,0,1,0,0,0,0,0,0,51359
et20664,11,10,1,0,0,0,0,0,0,0,51360
et20665,7,6,1,0,0,0,0,0,0,0,51361
et20666,35,27,5,2,0,1,0,0,0,0,51362
et20667,9,6,1,1,0,1,0,0,0,0,51363
et20668,4,4,0,0,0,0,0,0,0,0,51364
et20669,39,30,4,2,3,0,0,0,0,0,51365
et20670,52,41,5,3,1,2,0,0,0,0,51367
et20671,3,1,2,0,0,0,0,0,0,0,51368
et20672,18,12,5,0,1,0,0,0,0,0,51369
et20673,6,4,2,0,0,0,0,0,0,0,51370
et20674,4,4,0,0,0,0,0,0,0,0,51371
et20675,25,15,6,1,1,2,0,0,0,0,51372
et20676,12,9,3,0,0,0,0,0,0,0,51373
et20677,2,1,1,0,0,0,0,0,0,0,51374
et20678,4,4,0,0,0,0,0,0,0,0,51375
et20679,4,4,0,0,0,0,0,0,0,0,51376
et20680,6,3,2,0,0,1,0,0,0,0,51377
et20681,21,17,3,1,0,0,0,0,0,0,51378
et20682,15,10,3,0,1,1,0,0,0,0,51379
et20683,236,145,55,16,9,8,1,1,0,1,51380
et20684,38,29,5,2,1,1,0,0,0,0,51381
et20685,2,2,0,0,0,0,0,0,0,0,51382
et20686,14,11,3,0,0,0,0,0,0,0,51384
et20687,6,2,3,0,1,0,0,0,0,0,51386
et20688,12,9,2,1,0,0,0,0,0,0,51387
et20689,143,91,42,8,1,0,1,0,0,0,51388
et20690,39,25,11,2,0,1,0,0,0,0,51389
et20691,29,21,7,0,0,1,0,0,0,0,51390
et20692,150,81,40,10,8,8,1,1,1,0,51391
et20693,12,11,1,0,0,0,0,0,0,0,51392
et20694,15,12,3,0,0,0,0,0,0,0,51393
et20695,8,7,1,0,0,0,0,0,0,0,51395
et20696,6,6,0,0,0,0,0,0,0,0,51396
et20697,5,4,1,0,0,0,0,0,0,0,51397
et20698,11,10,1,0,0,0,0,0,0,0,51398
et20699,13,10,3,0,0,0,0,0,0,0,51399
et20700,14,11,2,0,0,1,0,0,0,0,51402
et20701,22,17,3,2,0,0,0,0,0,0,51403
et20702,8,6,1,0,0,1,0,0,0,0,51404
et20703,3,2,1,0,0,0,0,0,0,0,51406
et20704,19,13,4,1,1,0,0,0,0,0,51407
et20705,19,12,5,0,1,1,0,0,0,0,51409
et20706,27,19,4,1,2,0,1,0,0,0,51410
et20707,28,13,7,4,1,3,0,0,0,0,51411
et20708,1,1,0,0,0,0,0,0,0,0,51412
et20709,70,34,14,2,8,10,1,1,0,0,51413
et20710,7,6,1,0,0,0,0,0,0,0,51414
et20711,6,3,1,0,0,0,2,0,0,0,51415
et20712,33,19,8,2,0,4,0,0,0,0,51416
et20713,18,13,4,0,1,0,0,0,0,0,51417
et20714,51,34,6,4,3,3,1,0,0,0,51418
et20715,11,10,1,0,0,0,0,0,0,0,51419
et20716,4,2,2,0,0,0,0,0,0,0,51420
et20717,2,1,1,0,0,0,0,0,0,0,51421
et20718,27,17,6,4,0,0,0,0,0,0,51422
et20719,63,36,21,4,1,0,0,1,0,0,51423
et20720,10,8,2,0,0,0,0,0,0,0,51424
et20721,16,12,2,2,0,0,0,0,0,0,51425
et20722,5,3,2,0,0,0,0,0,0,0,51426
et20723,23,16,3,0,2,1,1,0,0,0,51428
et20724,13,12,1,0,0,0,0,0,0,0,51429
et20725,6,4,1,1,0,0,0,0,0,0,51430
et20726,140,59,56,9,12,3,0,0,1,0,51431
et20727,31,23,6,1,0,1,0,0,0,0,51432
et20728,1,1,0,0,0,0,0,0,0,0,51433
et20729,24,17,4,2,1,0,0,0,0,0,51434
et20730,14,10,4,0,0,0,0,0,0,0,51435
et20731,50,34,13,1,2,0,0,0,0,0,51436
et20732,5,1,2,1,1,0,0,0,0,0,51437
